[SpkLog]
[23-Oct-12 12:13:35 PM] |Write registry value| - |HKCU\Software\Microsoft\Windows\CurrentVersion\Run : sPkAutorunkiller v.3.0
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\Warm Mornings - XxSaraiyu-StockxX.atn
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\ค่านิยมและวัฒนธรรมทางเพศ.docx
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\ค่านิยมและวัฒนธรรมในเรื่องเพศ ตามวัฒนธรรมไทย.docx
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\รูปเรขา.xlsx
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\สารบัญ.docx
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\สูตร.xlsx
[23-Oct-12 12:15:48 PM] |Attribute changed| - |E:\007.txt
[23-Oct-12 12:15:48 PM] |Attribute changed| - |E:\1.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |E:\123.txt
[23-Oct-12 12:15:48 PM] |Attribute changed| - |E:\183662_1568794105222_1396555030_31228039_594519_n.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |E:\202541_503450389668706_1244995420_o.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\202541_503450389668706_1244995420_o.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\25.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\255277_497790726901339_829471755_n (1).jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\255277_497790726901339_829471755_n.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\256454_252373618213918_812089315_o.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\282282_468852363160279_436881111_n.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\3210.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\3348_3056543_MVM_3.tmp
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\399004-3a0bb.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\424554_398732120140534_1149610973_n.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\468831_428281420518937_1104384199_o.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\4909.gif
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\502-18-03.psd
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\522177_427619577251788_1116079889_n.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\524381_497790310234714_2050253225_n (1).jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\524381_497790310234714_2050253225_n.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\577942_428281593852253_982693750_n.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\a+b.c
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\a+b.exe
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\addon_xp.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\admin.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\ads.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\AlbumArtSmall.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\APKTool+and+the+Template.rar
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\AssemblyInfo.vb
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\AteNInternet_Download_Manager_6.03_Beta_Build_10.rar
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\avatarspk.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\avatar_5618.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\bin.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Bs_Black_Floor_1280x800 (1).jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\chat_client.zip
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\code del.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\code.psd
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\cookie school.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Course_book_The 8051 Microcontroller_I_Scott_Mackenzie.pdf
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Custom Transparency Form.rar
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\ddo.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\ddos+.perl
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\ddos+.pl
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\ddos+.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\ddosplus.pl
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\directshow2.rar
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\DirectShowLib-2005.dll
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\download vb.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Dreamweaver CS5 Read Me.pdf
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\edrawmax.exe
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\encryption_icon.gif
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\essbe_nt64_enu.rar
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Ex.JPG
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\exit.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\exsendjava.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\ExTHEME.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fanpage4.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fanpage4.psd
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fautorunall.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fbapi.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fifaworldcup_1280x1024_382839.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\FILE.BAK
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\FILE.CPP
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\filefullname.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\filejava.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\filenameonly_vbnet.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Finder-icon.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fix.JPG
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Fix111.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fix1111.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fix11111.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fix2.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fixc.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fixc1.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fixg.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\fix_exe.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\flash error2.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\flash.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Folder.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\freesigner_v1.00.rar
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\frmMain.resx
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\frmMain.vb
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Frost-iCon-2.htm
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\FS Studio.ra_
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Fsservice.rar
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Fusion Security File Block.ra_
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\g4wd14.gif
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\game.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\GDFR-web-2-button-styles.asl
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Get-Info-icon.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\googlein1.JPG
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\googlein2.JPG
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\hack xss.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\hack.JPG
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\hack01.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\hacked.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\hacked.psd
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\hacked2.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Hacking LiveCD.bin
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Hacking LiveCD.cue
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Hacking LiveCD.iso
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Header_BG.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Header_BG_2.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\help_icon.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\hero of new earth.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\hide.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\hijackthis.log
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\HJTInstall.exe
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\HJTInstall.idb
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\home.gif
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Home.png.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\host.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\hotkeycontrol_src.zip
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\html.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\http-__youtu.be_pqI-....flv
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\icon pp.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\iconpp.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\icontexto-message-types-alert-red.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\icon_pp.ico
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\icon_process.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Icon_tools.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\icon_true_small.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\ie9ftp.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Image.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\images.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\images_thai.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\INCEPTION.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\index.htm
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\index.html
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\index_2.html
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\infinity.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\infinity.psd
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\javascript_get_url.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\jquery.js
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\jquery.js.bak
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\key.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Keys.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\keyword.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\layout.JPG
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\lea-furniture-jackson-creek-desk-chair.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Leopard_Print_Furniture.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\libclamav.dll
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\libclamav_llvm.dll
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\libclamunrar.dll
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\libclamunrar_iface.dll
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Lightroom_3_LS11.exe
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\linuxmint-13-mate-dvd-32bit.iso
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\list.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\liveandroidv0.2.iso.002
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\LOADING_1.FLA
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\LOADING_1.swf
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\LOGOicon.ico
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\LOGOicon.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\logopp.aep
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\logo_recover.psd
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\m406.pdf
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\m409.pdf
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\m412-1.pdf
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\ma-super-4-kanhai-u-s53-081053.pdf
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\ma4_real_f0953.pdf
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Magic_ISO_Maker_5.4_with_serial.rar
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\main.cpp
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\main.exe
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\main.JPG
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\main.o
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\main.obj
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Makefile.win
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\math-m1.rar
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\MC2UFULL[BYLM].htm
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\McAfee-Virus-Scan-icon.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\MD5.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Me(ga)molody.iso
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\microsoft-logo1.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\microsoft_.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\mikroc_pro_pic_2011_v561.zip
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\MISS.pdf
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\mook virus.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\more.PNG
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\MSN Status Flood.exe
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\msn2.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\msnerror.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\msnvirusthai.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\MSN_Lnw.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\My Host.JPG
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\mycom with sPkAutorunkiller.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\myhost.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\myhost.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\n100000112473018_8873.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Nanoha Internet Login.htm.bak
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\narai.gif
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\narai.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\narai2010-logocopymini.jpg
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Narai_dev.png
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\Narai_dev.psd
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\netbeans-7.1.2-ml-javase-windows.exe
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\network.pdf
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\New Text Document (2).txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\New Text Document.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\new.JPG
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\New.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\new_some.gif
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\nikto-2.1.3.tar.bz2
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\nodupdarte.txt
[23-Oct-12 12:15:49 PM] |Attribute changed| - |E:\noname00.bak
